,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_
5024,14.0,female,23.0,Asian/Pacific Islander/Asian-American,3.0,10.0,Political Science,20.0,20.0,20.0,20.0,20.0,0.0,7.0,9.0,9.0,7.0,9.0,1.0,9.0,2.0,1.0,10.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,5.0,10.0,"14.0, female, 23.0, Asian/Pacific Islander/Asian-American, 3.0, 10.0, Political Science, 20.0, 20.0, 20.0, 20.0, 20.0, 0.0, 7.0, 9.0, 9.0, 7.0, 9.0, 1.0, 9.0, 2.0, 1.0, 10.0, 9.0, 8.0, 1.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 5.0, 10.0"
5043,14.0,female,33.0,Latino/Hispanic American,2.0,1.0,Ed.D. in higher education policy at TC,40.0,15.0,25.0,5.0,15.0,0.0,10.0,10.0,10.0,10.0,10.0,3.0,9.0,4.0,4.0,10.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,10.0,4.0,4.0,2.0,6.0,"14.0, female, 33.0, Latino/Hispanic American, 2.0, 1.0, Ed.D. in higher education policy at TC, 40.0, 15.0, 25.0, 5.0, 15.0, 0.0, 10.0, 10.0, 10.0, 10.0, 10.0, 3.0, 9.0, 4.0, 4.0, 10.0, 10.0, 1.0, 1.0, 8.0, 7.0, 10.0, 8.0, 10.0, 1.0, 10.0, 4.0, 4.0, 2.0, 6.0"
5060,14.0,female,32.0,European/Caucasian-American,5.0,6.0,Epidemiology,5.0,25.0,20.0,10.0,15.0,25.0,4.0,8.0,6.0,10.0,7.0,6.0,10.0,3.0,3.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,5.0,2.0,"14.0, female, 32.0, European/Caucasian-American, 5.0, 6.0, Epidemiology, 5.0, 25.0, 20.0, 10.0, 15.0, 25.0, 4.0, 8.0, 6.0, 10.0, 7.0, 6.0, 10.0, 3.0, 3.0, 10.0, 10.0, 8.0, 2.0, 3.0, 5.0, 4.0, 8.0, 9.0, 9.0, 9.0, 9.0, 7.0, 5.0, 2.0"
5078,14.0,female,26.0,Latino/Hispanic American,1.0,3.0,International Security Policy - SIPA,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,5.0,6.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,9.0,"14.0, female, 26.0, Latino/Hispanic American, 1.0, 3.0, International Security Policy - SIPA, 15.0, 15.0, 15.0, 20.0, 20.0, 15.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 7.0, 7.0, 5.0, 6.0, 6.0, 4.0, 3.0, 9.0, 4.0, 4.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 5.0, 9.0"
5097,14.0,female,24.0,European/Caucasian-American,7.0,6.0,Nutrition,10.0,20.0,27.0,23.0,15.0,5.0,7.0,9.0,7.0,9.0,7.0,5.0,5.0,1.0,10.0,6.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,6.0,9.0,9.0,6.0,2.0,"14.0, female, 24.0, European/Caucasian-American, 7.0, 6.0, Nutrition, 10.0, 20.0, 27.0, 23.0, 15.0, 5.0, 7.0, 9.0, 7.0, 9.0, 7.0, 5.0, 5.0, 1.0, 10.0, 6.0, 5.0, 3.0, 4.0, 8.0, 9.0, 6.0, 7.0, 7.0, 8.0, 6.0, 9.0, 9.0, 6.0, 2.0"
5132,14.0,female,26.0,Black/African American,1.0,1.0,EDUCATION,30.0,5.0,10.0,20.0,30.0,5.0,8.0,6.0,10.0,10.0,10.0,1.0,3.0,1.0,2.0,10.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,10.0,7.0,1.0,5.0,2.0,"14.0, female, 26.0, Black/African American, 1.0, 1.0, EDUCATION, 30.0, 5.0, 10.0, 20.0, 30.0, 5.0, 8.0, 6.0, 10.0, 10.0, 10.0, 1.0, 3.0, 1.0, 2.0, 10.0, 3.0, 1.0, 1.0, 8.0, 2.0, 5.0, 3.0, 8.0, 1.0, 10.0, 7.0, 1.0, 5.0, 2.0"
5150,14.0,female,21.0,Asian/Pacific Islander/Asian-American,3.0,3.0,EDUCATION,15.0,25.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,3.0,10.0,5.0,1.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,10.0,7.0,5.0,5.0,3.0,"14.0, female, 21.0, Asian/Pacific Islander/Asian-American, 3.0, 3.0, EDUCATION, 15.0, 25.0, 15.0, 15.0, 15.0, 15.0, 6.0, 10.0, 10.0, 10.0, 10.0, 3.0, 10.0, 5.0, 1.0, 10.0, 10.0, 2.0, 1.0, 9.0, 10.0, 7.0, 10.0, 7.0, 7.0, 10.0, 7.0, 5.0, 5.0, 3.0"
5168,14.0,female,33.0,European/Caucasian-American,1.0,7.0,Organizational Psychology,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,2.0,7.0,3.0,10.0,8.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,6.0,9.0,7.0,6.0,5.0,"14.0, female, 33.0, European/Caucasian-American, 1.0, 7.0, Organizational Psychology, 25.0, 20.0, 10.0, 20.0, 20.0, 5.0, 7.0, 8.0, 8.0, 9.0, 7.0, 2.0, 7.0, 3.0, 10.0, 8.0, 8.0, 7.0, 1.0, 6.0, 7.0, 4.0, 8.0, 8.0, 8.0, 6.0, 9.0, 7.0, 6.0, 5.0"
5186,14.0,female,31.0,European/Caucasian-American,9.0,5.0,Applied Physiology & Nutrition,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,9.0,8.0,2.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,7.0,6.0,2.0,"14.0, female, 31.0, European/Caucasian-American, 9.0, 5.0, Applied Physiology & Nutrition, 12.0, 25.0, 25.0, 8.0, 15.0, 15.0, 7.0, 10.0, 6.0, 8.0, 8.0, 9.0, 8.0, 2.0, 10.0, 9.0, 8.0, 8.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 9.0, 7.0, 6.0, 2.0"
5205,14.0,female,35.0,Asian/Pacific Islander/Asian-American,1.0,3.0,music education,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,5.0,10.0,2.0,5.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,5.0,10.0,5.0,8.0,-1.0,"14.0, female, 35.0, Asian/Pacific Islander/Asian-American, 1.0, 3.0, music education, 15.0, 15.0, 30.0, 15.0, 15.0, 10.0, 8.0, 10.0, 7.0, 8.0, 9.0, 5.0, 10.0, 2.0, 5.0, 10.0, 10.0, 7.0, 2.0, 3.0, 10.0, 3.0, 10.0, 10.0, 10.0, 5.0, 10.0, 5.0, 8.0, -1.0"
5222,14.0,female,29.0,Other,6.0,6.0,Music Education,20.0,20.0,20.0,10.0,10.0,20.0,9.0,10.0,9.0,9.0,8.0,8.0,10.0,5.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,7.0,10.0,7.0,9.0,5.0,"14.0, female, 29.0, Other, 6.0, 6.0, Music Education, 20.0, 20.0, 20.0, 10.0, 10.0, 20.0, 9.0, 10.0, 9.0, 9.0, 8.0, 8.0, 10.0, 5.0, 10.0, 10.0, 10.0, 8.0, 4.0, 5.0, 5.0, 8.0, 9.0, 9.0, 10.0, 7.0, 10.0, 7.0, 9.0, 5.0"
5240,14.0,female,25.0,Asian/Pacific Islander/Asian-American,7.0,7.0,music education,15.0,10.0,25.0,25.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,3.0,9.0,4.0,5.0,8.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,8.0,9.0,5.0,5.0,5.0,"14.0, female, 25.0, Asian/Pacific Islander/Asian-American, 7.0, 7.0, music education, 15.0, 10.0, 25.0, 25.0, 10.0, 15.0, 6.0, 6.0, 6.0, 6.0, 6.0, 3.0, 9.0, 4.0, 5.0, 8.0, 9.0, 8.0, 8.0, 5.0, 6.0, 4.0, 9.0, 9.0, 8.0, 8.0, 9.0, 5.0, 5.0, 5.0"
5258,14.0,female,22.0,European/Caucasian-American,9.0,8.0,Clinical Psychology,20.0,10.0,20.0,20.0,20.0,10.0,7.0,7.0,10.0,8.0,8.0,10.0,8.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,12.0,"14.0, female, 22.0, European/Caucasian-American, 9.0, 8.0, Clinical Psychology, 20.0, 10.0, 20.0, 20.0, 20.0, 10.0, 7.0, 7.0, 10.0, 8.0, 8.0, 10.0, 8.0, 10.0, 10.0, 10.0, 8.0, 1.0, 1.0, 1.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 7.0, 12.0"
5276,14.0,female,24.0,European/Caucasian-American,10.0,2.0,Clinical Psychology,50.0,20.0,10.0,5.0,10.0,5.0,6.0,10.0,8.0,8.0,8.0,9.0,7.0,1.0,7.0,8.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,2.0,"14.0, female, 24.0, European/Caucasian-American, 10.0, 2.0, Clinical Psychology, 50.0, 20.0, 10.0, 5.0, 10.0, 5.0, 6.0, 10.0, 8.0, 8.0, 8.0, 9.0, 7.0, 1.0, 7.0, 8.0, 7.0, 7.0, 1.0, 9.0, 9.0, 2.0, 9.0, 9.0, 9.0, 9.0, 9.0, 2.0, 7.0, 2.0"
5294,14.0,female,27.0,European/Caucasian-American,2.0,4.0,Counseling Psychology,15.0,25.0,20.0,20.0,0.0,20.0,7.0,10.0,8.0,9.0,6.0,10.0,8.0,9.0,8.0,10.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,5.0,10.0,6.0,4.0,1.0,"14.0, female, 27.0, European/Caucasian-American, 2.0, 4.0, Counseling Psychology, 15.0, 25.0, 20.0, 20.0, 0.0, 20.0, 7.0, 10.0, 8.0, 9.0, 6.0, 10.0, 8.0, 9.0, 8.0, 10.0, 5.0, 7.0, 1.0, 5.0, 8.0, 9.0, 8.0, 9.0, 7.0, 5.0, 10.0, 6.0, 4.0, 1.0"
5312,14.0,female,27.0,Asian/Pacific Islander/Asian-American,10.0,10.0,education,15.0,20.0,20.0,20.0,20.0,5.0,6.0,10.0,7.0,7.0,6.0,2.0,10.0,6.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,8.0,7.0,1.0,1.0,1.0,"14.0, female, 27.0, Asian/Pacific Islander/Asian-American, 10.0, 10.0, education, 15.0, 20.0, 20.0, 20.0, 20.0, 5.0, 6.0, 10.0, 7.0, 7.0, 6.0, 2.0, 10.0, 6.0, 10.0, 10.0, 10.0, 8.0, 1.0, 7.0, 10.0, 6.0, 10.0, 8.0, 7.0, 8.0, 7.0, 1.0, 1.0, 1.0"
5330,14.0,female,26.0,Asian/Pacific Islander/Asian-American,1.0,1.0,MBA,20.0,10.0,25.0,25.0,10.0,10.0,8.0,7.0,8.0,8.0,7.0,6.0,4.0,2.0,7.0,10.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,7.0,5.0,3.0,5.0,2.0,"14.0, female, 26.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, MBA, 20.0, 10.0, 25.0, 25.0, 10.0, 10.0, 8.0, 7.0, 8.0, 8.0, 7.0, 6.0, 4.0, 2.0, 7.0, 10.0, 5.0, 2.0, 4.0, 9.0, 9.0, 6.0, 5.0, 8.0, 4.0, 7.0, 5.0, 3.0, 5.0, 2.0"
5348,14.0,female,26.0,European/Caucasian-American,1.0,5.0,Communications in Education,9.0,17.0,23.0,15.0,14.0,22.0,7.0,10.0,2.0,9.0,8.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,1.0,8.0,4.0,2.0,2.0,"14.0, female, 26.0, European/Caucasian-American, 1.0, 5.0, Communications in Education, 9.0, 17.0, 23.0, 15.0, 14.0, 22.0, 7.0, 10.0, 2.0, 9.0, 8.0, 2.0, 2.0, 1.0, 1.0, 7.0, 2.0, 6.0, 8.0, 1.0, 10.0, 3.0, 7.0, 8.0, 8.0, 1.0, 8.0, 4.0, 2.0, 2.0"
5366,14.0,female,24.0,Other,8.0,4.0,psychology,20.0,30.0,10.0,10.0,10.0,20.0,8.0,10.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,9.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,7.0,10.0,8.0,7.0,3.0,"14.0, female, 24.0, Other, 8.0, 4.0, psychology, 20.0, 30.0, 10.0, 10.0, 10.0, 20.0, 8.0, 10.0, 8.0, 8.0, 8.0, 9.0, 7.0, 7.0, 6.0, 9.0, 8.0, 9.0, 9.0, 1.0, 7.0, 6.0, 7.0, 7.0, 10.0, 7.0, 10.0, 8.0, 7.0, 3.0"
5384,14.0,male,34.0,European/Caucasian-American,5.0,5.0,Intellectual Property Law,30.0,20.0,30.0,5.0,5.0,10.0,7.0,7.0,5.0,7.0,9.0,3.0,9.0,1.0,3.0,5.0,10.0,3.0,3.0,4.0,10.0,6.0,8.0,9.0,7.0,3.0,7.0,2.0,5.0,4.0,"14.0, male, 34.0, European/Caucasian-American, 5.0, 5.0, Intellectual Property Law, 30.0, 20.0, 30.0, 5.0, 5.0, 10.0, 7.0, 7.0, 5.0, 7.0, 9.0, 3.0, 9.0, 1.0, 3.0, 5.0, 10.0, 3.0, 3.0, 4.0, 10.0, 6.0, 8.0, 9.0, 7.0, 3.0, 7.0, 2.0, 5.0, 4.0"
5404,14.0,male,30.0,European/Caucasian-American,1.0,1.0,Law,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.0,9.0,8.0,8.0,8.0,6.0,2.0,1.0,9.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,2.0,9.0,7.0,"14.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, Law, 20.51, 14.53, 24.79, 17.09, 5.98, 17.09, 7.0, 7.0, 9.0, 8.0, 8.0, 8.0, 6.0, 2.0, 1.0, 9.0, 6.0, 6.0, 4.0, 7.0, 6.0, 4.0, 6.0, 6.0, 6.0, 7.0, 6.0, 2.0, 9.0, 7.0"
5424,14.0,male,23.0,Asian/Pacific Islander/Asian-American,1.0,1.0,engineering,25.0,20.0,20.0,20.0,5.0,10.0,5.0,7.0,8.0,8.0,3.0,3.0,4.0,3.0,9.0,10.0,5.0,8.0,6.0,9.0,7.0,5.0,5.0,8.0,7.0,8.0,5.0,5.0,7.0,4.0,"14.0, male, 23.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, engineering, 25.0, 20.0, 20.0, 20.0, 5.0, 10.0, 5.0, 7.0, 8.0, 8.0, 3.0, 3.0, 4.0, 3.0, 9.0, 10.0, 5.0, 8.0, 6.0, 9.0, 7.0, 5.0, 5.0, 8.0, 7.0, 8.0, 5.0, 5.0, 7.0, 4.0"
5444,14.0,male,27.0,Latino/Hispanic American,6.0,2.0,MBA Finance,25.0,25.0,25.0,15.0,10.0,0.0,8.0,8.0,8.0,9.0,9.0,9.0,4.0,7.0,9.0,9.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,8.0,6.0,1.0,6.0,5.0,"14.0, male, 27.0, Latino/Hispanic American, 6.0, 2.0, MBA Finance, 25.0, 25.0, 25.0, 15.0, 10.0, 0.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 4.0, 7.0, 9.0, 9.0, 3.0, 3.0, 5.0, 1.0, 9.0, 5.0, 4.0, 7.0, 5.0, 8.0, 6.0, 1.0, 6.0, 5.0"
5464,14.0,male,30.0,European/Caucasian-American,1.0,1.0,MBA,31.58,10.53,15.79,21.05,10.53,10.53,8.0,2.0,9.0,9.0,9.0,7.0,9.0,3.0,3.0,9.0,10.0,8.0,4.0,8.0,8.0,1.0,5.0,7.0,9.0,5.0,10.0,5.0,8.0,5.0,"14.0, male, 30.0, European/Caucasian-American, 1.0, 1.0, MBA, 31.58, 10.53, 15.79, 21.05, 10.53, 10.53, 8.0, 2.0, 9.0, 9.0, 9.0, 7.0, 9.0, 3.0, 3.0, 9.0, 10.0, 8.0, 4.0, 8.0, 8.0, 1.0, 5.0, 7.0, 9.0, 5.0, 10.0, 5.0, 8.0, 5.0"
5484,14.0,male,27.0,European/Caucasian-American,4.0,6.0,Business,14.0,18.0,17.0,16.0,15.0,20.0,6.0,8.0,9.0,8.0,10.0,6.0,9.0,6.0,4.0,8.0,9.0,7.0,6.0,8.0,9.0,4.0,6.0,7.0,10.0,8.0,10.0,6.0,5.0,5.0,"14.0, male, 27.0, European/Caucasian-American, 4.0, 6.0, Business, 14.0, 18.0, 17.0, 16.0, 15.0, 20.0, 6.0, 8.0, 9.0, 8.0, 10.0, 6.0, 9.0, 6.0, 4.0, 8.0, 9.0, 7.0, 6.0, 8.0, 9.0, 4.0, 6.0, 7.0, 10.0, 8.0, 10.0, 6.0, 5.0, 5.0"
5504,14.0,male,27.0,European/Caucasian-American,6.0,3.0,International Affairs,30.0,15.0,20.0,25.0,5.0,5.0,7.0,7.0,8.0,7.0,5.0,6.0,5.0,7.0,8.0,8.0,5.0,3.0,4.0,8.0,5.0,6.0,3.0,3.0,7.0,7.0,8.0,2.0,8.0,3.0,"14.0, male, 27.0, European/Caucasian-American, 6.0, 3.0, International Affairs, 30.0, 15.0, 20.0, 25.0, 5.0, 5.0, 7.0, 7.0, 8.0, 7.0, 5.0, 6.0, 5.0, 7.0, 8.0, 8.0, 5.0, 3.0, 4.0, 8.0, 5.0, 6.0, 3.0, 3.0, 7.0, 7.0, 8.0, 2.0, 8.0, 3.0"
5524,14.0,male,24.0,Other,1.0,1.0,Intrernational Affairs,20.0,10.0,25.0,20.0,10.0,15.0,6.0,8.0,8.0,8.0,7.0,4.0,9.0,6.0,4.0,8.0,7.0,3.0,8.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,9.0,4.0,4.0,3.0,"14.0, male, 24.0, Other, 1.0, 1.0, Intrernational Affairs, 20.0, 10.0, 25.0, 20.0, 10.0, 15.0, 6.0, 8.0, 8.0, 8.0, 7.0, 4.0, 9.0, 6.0, 4.0, 8.0, 7.0, 3.0, 8.0, 9.0, 9.0, 9.0, 7.0, 9.0, 8.0, 8.0, 9.0, 4.0, 4.0, 3.0"
5545,14.0,male,25.0,European/Caucasian-American,1.0,8.0,Clinical Psychology,17.0,18.0,28.0,27.0,5.0,5.0,6.0,9.0,9.0,10.0,7.0,2.0,7.0,6.0,2.0,6.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,1.0,8.0,1.0,7.0,5.0,"14.0, male, 25.0, European/Caucasian-American, 1.0, 8.0, Clinical Psychology, 17.0, 18.0, 28.0, 27.0, 5.0, 5.0, 6.0, 9.0, 9.0, 10.0, 7.0, 2.0, 7.0, 6.0, 2.0, 6.0, 7.0, 7.0, 1.0, 1.0, 10.0, 3.0, 7.0, 5.0, 6.0, 1.0, 8.0, 1.0, 7.0, 5.0"
5564,14.0,male,28.0,European/Caucasian-American,7.0,4.0,MBA,50.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,7.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,4.0,9.0,1.0,7.0,2.0,"14.0, male, 28.0, European/Caucasian-American, 7.0, 4.0, MBA, 50.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 6.0, 9.0, 9.0, 9.0, 7.0, 6.0, 8.0, 7.0, 7.0, 6.0, 3.0, 1.0, 6.0, 7.0, 2.0, 2.0, 2.0, 5.0, 4.0, 9.0, 1.0, 7.0, 2.0"
5584,14.0,male,27.0,European/Caucasian-American,3.0,1.0,MBA,40.0,0.0,10.0,50.0,0.0,0.0,10.0,8.0,10.0,10.0,10.0,10.0,3.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,1.0,10.0,7.0,6.0,7.0,"14.0, male, 27.0, European/Caucasian-American, 3.0, 1.0, MBA, 40.0, 0.0, 10.0, 50.0, 0.0, 0.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 3.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.0, 6.0, 10.0, 1.0, 10.0, 7.0, 6.0, 7.0"
5605,14.0,male,27.0,European/Caucasian-American,9.0,7.0,Business,30.0,15.0,15.0,20.0,5.0,15.0,7.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,5.0,3.0,"14.0, male, 27.0, European/Caucasian-American, 9.0, 7.0, Business, 30.0, 15.0, 15.0, 20.0, 5.0, 15.0, 7.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0, 10.0, 8.0, 9.0, 9.0, 7.0, 4.0, 2.0, 9.0, 6.0, 8.0, 6.0, 7.0, 4.0, 7.0, 2.0, 5.0, 3.0"
5624,14.0,male,29.0,Latino/Hispanic American,3.0,1.0,MBA,75.0,5.0,5.0,10.0,0.0,5.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,5.0,8.0,8.0,6.0,3.0,5.0,9.0,8.0,2.0,3.0,4.0,5.0,8.0,9.0,2.0,9.0,3.0,"14.0, male, 29.0, Latino/Hispanic American, 3.0, 1.0, MBA, 75.0, 5.0, 5.0, 10.0, 0.0, 5.0, 9.0, 8.0, 9.0, 9.0, 9.0, 7.0, 7.0, 5.0, 8.0, 8.0, 6.0, 3.0, 5.0, 9.0, 8.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0, 2.0, 9.0, 3.0"
5644,14.0,male,30.0,Asian/Pacific Islander/Asian-American,6.0,6.0,BUSINESS CONSULTING,50.0,10.0,10.0,10.0,5.0,15.0,6.0,7.0,6.0,7.0,7.0,10.0,8.0,10.0,8.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,4.0,8.0,4.0,7.0,2.0,"14.0, male, 30.0, Asian/Pacific Islander/Asian-American, 6.0, 6.0, BUSINESS CONSULTING, 50.0, 10.0, 10.0, 10.0, 5.0, 15.0, 6.0, 7.0, 6.0, 7.0, 7.0, 10.0, 8.0, 10.0, 8.0, 7.0, 8.0, 5.0, 5.0, 6.0, 5.0, 6.0, 9.0, 10.0, 9.0, 4.0, 8.0, 4.0, 7.0, 2.0"
5664,14.0,male,27.0,European/Caucasian-American,3.0,2.0,MBA,30.0,20.0,15.0,15.0,8.0,12.0,8.0,9.0,9.0,8.0,9.0,9.0,4.0,8.0,5.0,8.0,4.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,3.0,7.0,6.0,3.0,5.0,6.0,"14.0, male, 27.0, European/Caucasian-American, 3.0, 2.0, MBA, 30.0, 20.0, 15.0, 15.0, 8.0, 12.0, 8.0, 9.0, 9.0, 8.0, 9.0, 9.0, 4.0, 8.0, 5.0, 8.0, 4.0, 2.0, 2.0, 7.0, 5.0, 6.0, 5.0, 6.0, 3.0, 7.0, 6.0, 3.0, 5.0, 6.0"
5684,14.0,male,25.0,Asian/Pacific Islander/Asian-American,10.0,7.0,business,30.0,10.0,15.0,20.0,15.0,10.0,6.0,10.0,8.0,9.0,10.0,4.0,5.0,1.0,4.0,10.0,6.0,7.0,7.0,3.0,3.0,9.0,7.0,9.0,5.0,9.0,6.0,5.0,5.0,1.0,"14.0, male, 25.0, Asian/Pacific Islander/Asian-American, 10.0, 7.0, business, 30.0, 10.0, 15.0, 20.0, 15.0, 10.0, 6.0, 10.0, 8.0, 9.0, 10.0, 4.0, 5.0, 1.0, 4.0, 10.0, 6.0, 7.0, 7.0, 3.0, 3.0, 9.0, 7.0, 9.0, 5.0, 9.0, 6.0, 5.0, 5.0, 1.0"
5704,14.0,male,26.0,Asian/Pacific Islander/Asian-American,3.0,2.0,business school,25.0,20.0,10.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,9.0,6.0,6.0,3.0,1.0,7.0,8.0,6.0,8.0,5.0,8.0,7.0,6.0,8.0,2.0,6.0,2.0,"14.0, male, 26.0, Asian/Pacific Islander/Asian-American, 3.0, 2.0, business school, 25.0, 20.0, 10.0, 20.0, 15.0, 10.0, 7.0, 8.0, 8.0, 7.0, 7.0, 7.0, 3.0, 9.0, 6.0, 6.0, 3.0, 1.0, 7.0, 8.0, 6.0, 8.0, 5.0, 8.0, 7.0, 6.0, 8.0, 2.0, 6.0, 2.0"
5724,14.0,male,29.0,European/Caucasian-American,3.0,2.0,MBA,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,7.0,9.0,7.0,9.0,4.0,5.0,10.0,5.0,4.0,2.0,1.0,8.0,7.0,3.0,3.0,8.0,5.0,5.0,8.0,2.0,6.0,3.0,"14.0, male, 29.0, European/Caucasian-American, 3.0, 2.0, MBA, 25.0, 15.0, 20.0, 20.0, 10.0, 10.0, 6.0, 7.0, 7.0, 9.0, 7.0, 9.0, 4.0, 5.0, 10.0, 5.0, 4.0, 2.0, 1.0, 8.0, 7.0, 3.0, 3.0, 8.0, 5.0, 5.0, 8.0, 2.0, 6.0, 3.0"
5744,15.0,female,38.0,European/Caucasian-American,4.0,6.0,Business; Media,15.0,15.0,20.0,15.0,15.0,20.0,6.0,9.0,6.0,8.0,9.0,4.0,8.0,4.0,6.0,7.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,3.0,6.0,5.0,5.0,1.0,"15.0, female, 38.0, European/Caucasian-American, 4.0, 6.0, Business; Media, 15.0, 15.0, 20.0, 15.0, 15.0, 20.0, 6.0, 9.0, 6.0, 8.0, 9.0, 4.0, 8.0, 4.0, 6.0, 7.0, 8.0, 7.0, 2.0, 2.0, 6.0, 7.0, 7.0, 9.0, 6.0, 3.0, 6.0, 5.0, 5.0, 1.0"
5763,15.0,female,33.0,Black/African American,4.0,8.0,MFA -Film,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,9.0,9.0,9.0,7.0,5.0,8.0,8.0,8.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,5.0,"15.0, female, 33.0, Black/African American, 4.0, 8.0, MFA -Film, 20.0, 20.0, 20.0, 15.0, 15.0, 10.0, 4.0, 7.0, 9.0, 9.0, 9.0, 7.0, 5.0, 8.0, 8.0, 8.0, 5.0, 3.0, 1.0, 5.0, 5.0, 7.0, 7.0, 10.0, 9.0, 9.0, 9.0, 9.0, 6.0, 5.0"
