index,wave,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,museums,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,shopping,music,yoga,expected_happy_with_sd_people,expected_num_matches,id_,field_general,field_broad,level
3633,11.0,female,26.0,Asian/Pacific Islander/Asian-American,3.0,1.0,nutrition,16.67,16.67,16.67,16.67,16.67,16.67,6.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,9.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,9.0,8.0,1.0,6.0,0.0,"11.0, female, 26.0, Asian/Pacific Islander/Asian-American, 3.0, 1.0, nutrition, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 6.0, 8.0, 6.0, 7.0, 6.0, 6.0, 6.0, 8.0, 9.0, 6.0, 6.0, 4.0, 2.0, 5.0, 6.0, 4.0, 7.0, 7.0, 8.0, 9.0, 8.0, 1.0, 6.0, 0.0",BA-STEM,STEM,Bachelor
3654,11.0,female,24.0,Asian/Pacific Islander/Asian-American,6.0,5.0,Medicine,15.0,25.0,20.0,20.0,10.0,10.0,6.0,9.0,6.0,8.0,6.0,5.0,6.0,3.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,9.0,8.0,3.0,6.0,2.0,"11.0, female, 24.0, Asian/Pacific Islander/Asian-American, 6.0, 5.0, Medicine, 15.0, 25.0, 20.0, 20.0, 10.0, 10.0, 6.0, 9.0, 6.0, 8.0, 6.0, 5.0, 6.0, 3.0, 6.0, 7.0, 5.0, 6.0, 5.0, 5.0, 5.0, 8.0, 6.0, 8.0, 8.0, 9.0, 8.0, 3.0, 6.0, 2.0",BA-STEM,STEM,Bachelor
3675,11.0,female,24.0,European/Caucasian-American,5.0,6.0,Art Education,22.0,14.0,30.0,10.0,14.0,10.0,7.0,9.0,7.0,9.0,10.0,7.0,10.0,1.0,6.0,9.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,4.0,10.0,10.0,3.0,0.0,"11.0, female, 24.0, European/Caucasian-American, 5.0, 6.0, Art Education, 22.0, 14.0, 30.0, 10.0, 14.0, 10.0, 7.0, 9.0, 7.0, 9.0, 10.0, 7.0, 10.0, 1.0, 6.0, 9.0, 10.0, 10.0, 3.0, 4.0, 10.0, 2.0, 5.0, 10.0, 10.0, 4.0, 10.0, 10.0, 3.0, 0.0",BA-social,Social Sciences,Bachelor
3696,11.0,female,25.0,Other,1.0,10.0,MA Science Education,7.0,35.0,20.0,20.0,5.0,13.0,6.0,10.0,8.0,9.0,5.0,9.0,8.0,6.0,7.0,7.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,6.0,5.0,"11.0, female, 25.0, Other, 1.0, 10.0, MA Science Education, 7.0, 35.0, 20.0, 20.0, 5.0, 13.0, 6.0, 10.0, 8.0, 9.0, 5.0, 9.0, 8.0, 6.0, 7.0, 7.0, 3.0, 10.0, 4.0, 1.0, 10.0, 3.0, 8.0, 5.0, 2.0, 6.0, 6.0, 2.0, 6.0, 5.0",MA-social,Social Sciences,Master
3717,11.0,female,25.0,European/Caucasian-American,2.0,2.0,Genetics,15.0,18.0,19.0,19.0,17.0,12.0,7.0,9.0,8.0,8.0,9.0,8.0,7.0,3.0,7.0,8.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,5.0,7.0,6.0,5.0,2.0,"11.0, female, 25.0, European/Caucasian-American, 2.0, 2.0, Genetics, 15.0, 18.0, 19.0, 19.0, 17.0, 12.0, 7.0, 9.0, 8.0, 8.0, 9.0, 8.0, 7.0, 3.0, 7.0, 8.0, 7.0, 4.0, 2.0, 7.0, 8.0, 6.0, 7.0, 7.0, 5.0, 5.0, 7.0, 6.0, 5.0, 2.0",BA-STEM,STEM,Bachelor
3738,11.0,female,27.0,Asian/Pacific Islander/Asian-American,4.0,4.0,Genetics,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,7.0,9.0,6.0,9.0,5.0,6.0,7.0,9.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,5.0,9.0,3.0,6.0,4.0,"11.0, female, 27.0, Asian/Pacific Islander/Asian-American, 4.0, 4.0, Genetics, 19.0, 20.0, 19.0, 14.0, 13.0, 15.0, 6.0, 9.0, 7.0, 9.0, 6.0, 9.0, 5.0, 6.0, 7.0, 9.0, 5.0, 6.0, 2.0, 3.0, 9.0, 6.0, 7.0, 7.0, 9.0, 5.0, 9.0, 3.0, 6.0, 4.0",BA-STEM,STEM,Bachelor
3759,11.0,female,26.0,Asian/Pacific Islander/Asian-American,1.0,4.0,biology,15.0,20.0,20.0,20.0,15.0,10.0,5.0,8.0,7.0,7.0,8.0,6.0,9.0,4.0,3.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,4.0,9.0,6.0,3.0,4.0,"11.0, female, 26.0, Asian/Pacific Islander/Asian-American, 1.0, 4.0, biology, 15.0, 20.0, 20.0, 20.0, 15.0, 10.0, 5.0, 8.0, 7.0, 7.0, 8.0, 6.0, 9.0, 4.0, 3.0, 9.0, 8.0, 3.0, 5.0, 8.0, 9.0, 2.0, 9.0, 9.0, 9.0, 4.0, 9.0, 6.0, 3.0, 4.0",BA-social,Social Sciences,Bachelor
3780,11.0,female,29.0,European/Caucasian-American,1.0,10.0,Psychology,10.0,40.0,20.0,20.0,0.0,10.0,6.0,10.0,5.0,9.0,3.0,9.0,7.0,9.0,8.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,1.0,8.0,1.0,1.0,1.0,"11.0, female, 29.0, European/Caucasian-American, 1.0, 10.0, Psychology, 10.0, 40.0, 20.0, 20.0, 0.0, 10.0, 6.0, 10.0, 5.0, 9.0, 3.0, 9.0, 7.0, 9.0, 8.0, 7.0, 3.0, 7.0, 1.0, 3.0, 10.0, 4.0, 1.0, 7.0, 5.0, 1.0, 8.0, 1.0, 1.0, 1.0",BA-social,Social Sciences,Bachelor
3801,11.0,female,26.0,Black/African American,9.0,10.0,Psychology,20.0,20.0,20.0,10.0,20.0,10.0,8.0,8.0,8.0,8.0,5.0,1.0,7.0,1.0,1.0,5.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,9.0,8.0,6.0,1.0,2.0,"11.0, female, 26.0, Black/African American, 9.0, 10.0, Psychology, 20.0, 20.0, 20.0, 10.0, 20.0, 10.0, 8.0, 8.0, 8.0, 8.0, 5.0, 1.0, 7.0, 1.0, 1.0, 5.0, 7.0, 7.0, 1.0, 3.0, 9.0, 4.0, 7.0, 7.0, 7.0, 9.0, 8.0, 6.0, 1.0, 2.0",BA-social,Social Sciences,Bachelor
3822,11.0,female,26.0,European/Caucasian-American,1.0,3.0,English,15.0,15.0,25.0,20.0,5.0,20.0,8.0,7.0,8.0,9.0,5.0,7.0,7.0,1.0,7.0,5.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,2.0,6.0,1.0,3.0,2.0,"11.0, female, 26.0, European/Caucasian-American, 1.0, 3.0, English, 15.0, 15.0, 25.0, 20.0, 5.0, 20.0, 8.0, 7.0, 8.0, 9.0, 5.0, 7.0, 7.0, 1.0, 7.0, 5.0, 8.0, 6.0, 1.0, 5.0, 9.0, 7.0, 4.0, 8.0, 2.0, 2.0, 6.0, 1.0, 3.0, 2.0",BA-social,Social Sciences,Bachelor
3843,11.0,female,32.0,European/Caucasian-American,3.0,3.0,Law and English Literature [J.D./Ph.D.],15.0,5.0,45.0,10.0,15.0,10.0,7.0,9.0,7.0,10.0,10.0,2.0,7.0,9.0,8.0,8.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,2.0,9.0,1.0,3.0,0.0,"11.0, female, 32.0, European/Caucasian-American, 3.0, 3.0, Law and English Literature [J.D./Ph.D.], 15.0, 5.0, 45.0, 10.0, 15.0, 10.0, 7.0, 9.0, 7.0, 10.0, 10.0, 2.0, 7.0, 9.0, 8.0, 8.0, 8.0, 2.0, 1.0, 2.0, 10.0, 6.0, 7.0, 10.0, 8.0, 2.0, 9.0, 1.0, 3.0, 0.0",PHD-social,Social Sciences,PhD
3864,11.0,female,28.0,European/Caucasian-American,2.0,2.0,french,25.0,20.0,20.0,25.0,0.0,10.0,8.0,8.0,7.0,7.0,4.0,5.0,7.0,4.0,5.0,4.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,2.0,7.0,6.0,4.0,4.0,"11.0, female, 28.0, European/Caucasian-American, 2.0, 2.0, french, 25.0, 20.0, 20.0, 25.0, 0.0, 10.0, 8.0, 8.0, 7.0, 7.0, 4.0, 5.0, 7.0, 4.0, 5.0, 4.0, 8.0, 8.0, 1.0, 6.0, 5.0, 1.0, 4.0, 10.0, 6.0, 2.0, 7.0, 6.0, 4.0, 4.0",BA-social,Social Sciences,Bachelor
3885,11.0,female,26.0,Asian/Pacific Islander/Asian-American,2.0,2.0,Nutritiron,20.0,30.0,10.0,15.0,10.0,15.0,7.0,6.0,5.0,7.0,7.0,4.0,7.0,8.0,5.0,9.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,10.0,9.0,2.0,4.0,0.0,"11.0, female, 26.0, Asian/Pacific Islander/Asian-American, 2.0, 2.0, Nutritiron, 20.0, 30.0, 10.0, 15.0, 10.0, 15.0, 7.0, 6.0, 5.0, 7.0, 7.0, 4.0, 7.0, 8.0, 5.0, 9.0, 6.0, 4.0, 7.0, 8.0, 3.0, 9.0, 5.0, 9.0, 4.0, 10.0, 9.0, 2.0, 4.0, 0.0",BA-social,Social Sciences,Bachelor
3906,11.0,female,24.0,Latino/Hispanic American,1.0,1.0,GS Postbacc PreMed,30.0,20.0,20.0,10.0,15.0,5.0,9.0,9.0,8.0,9.0,9.0,8.0,4.0,6.0,6.0,5.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,"11.0, female, 24.0, Latino/Hispanic American, 1.0, 1.0, GS Postbacc PreMed, 30.0, 20.0, 20.0, 10.0, 15.0, 5.0, 9.0, 9.0, 8.0, 9.0, 9.0, 8.0, 4.0, 6.0, 6.0, 5.0, 3.0, 6.0, 5.0, 5.0, 8.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0",BA-STEM,STEM,Bachelor
3927,11.0,female,24.0,European/Caucasian-American,4.0,5.0,Art History,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,6.0,8.0,7.0,4.0,8.0,1.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,4.0,9.0,2.0,6.0,1.0,"11.0, female, 24.0, European/Caucasian-American, 4.0, 5.0, Art History, 20.0, 10.0, 30.0, 15.0, 15.0, 10.0, 8.0, 8.0, 6.0, 8.0, 7.0, 4.0, 8.0, 1.0, 8.0, 8.0, 10.0, 7.0, 3.0, 1.0, 10.0, 3.0, 6.0, 6.0, 6.0, 4.0, 9.0, 2.0, 6.0, 1.0",BA-social,Social Sciences,Bachelor
3948,11.0,female,23.0,Asian/Pacific Islander/Asian-American,2.0,4.0,Biology,16.0,16.0,19.0,17.0,14.0,18.0,5.0,4.0,7.0,8.0,6.0,8.0,8.0,4.0,6.0,9.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0,"11.0, female, 23.0, Asian/Pacific Islander/Asian-American, 2.0, 4.0, Biology, 16.0, 16.0, 19.0, 17.0, 14.0, 18.0, 5.0, 4.0, 7.0, 8.0, 6.0, 8.0, 8.0, 4.0, 6.0, 9.0, 7.0, 8.0, 4.0, 6.0, 9.0, 2.0, 7.0, 5.0, 6.0, 6.0, 7.0, 4.0, 5.0, 6.0",BA-STEM,STEM,Bachelor
3969,11.0,female,23.0,European/Caucasian-American,10.0,9.0,Social Work,10.0,15.0,40.0,15.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,8.0,10.0,7.0,10.0,9.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,2.0,"11.0, female, 23.0, European/Caucasian-American, 10.0, 9.0, Social Work, 10.0, 15.0, 40.0, 15.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 10.0, 8.0, 10.0, 7.0, 10.0, 9.0, 10.0, 5.0, 5.0, 6.0, 7.0, 7.0, 9.0, 9.0, 9.0, 9.0, 8.0, 5.0, 8.0, 2.0",BA-social,Social Sciences,Bachelor
3990,11.0,female,25.0,European/Caucasian-American,10.0,10.0,Social Work,25.0,20.0,25.0,25.0,5.0,0.0,9.0,10.0,10.0,9.0,10.0,6.0,9.0,7.0,10.0,10.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,2.0,"11.0, female, 25.0, European/Caucasian-American, 10.0, 10.0, Social Work, 25.0, 20.0, 25.0, 25.0, 5.0, 0.0, 9.0, 10.0, 10.0, 9.0, 10.0, 6.0, 9.0, 7.0, 10.0, 10.0, 8.0, 7.0, 6.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 8.0, 8.0, 2.0",BA-social,Social Sciences,Bachelor
4011,11.0,male,29.0,European/Caucasian-American,8.0,4.0,chemistry,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,6.0,7.0,1.0,5.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,3.0,8.0,2.0,5.0,2.0,"11.0, male, 29.0, European/Caucasian-American, 8.0, 4.0, chemistry, 30.0, 25.0, 18.0, 18.0, 4.0, 5.0, 7.0, 10.0, 5.0, 7.0, 7.0, 6.0, 7.0, 1.0, 5.0, 7.0, 4.0, 8.0, 1.0, 3.0, 2.0, 5.0, 7.0, 8.0, 8.0, 3.0, 8.0, 2.0, 5.0, 2.0",BA-STEM,STEM,Bachelor
4032,11.0,male,24.0,Latino/Hispanic American,3.0,3.0,Sociology,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,6.0,3.0,4.0,7.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,8.0,10.0,7.0,6.0,4.0,"11.0, male, 24.0, Latino/Hispanic American, 3.0, 3.0, Sociology, 30.0, 10.0, 20.0, 20.0, 10.0, 10.0, 7.0, 7.0, 10.0, 9.0, 9.0, 3.0, 6.0, 3.0, 4.0, 7.0, 5.0, 4.0, 5.0, 1.0, 10.0, 7.0, 6.0, 8.0, 9.0, 8.0, 10.0, 7.0, 6.0, 4.0",BA-social,Social Sciences,Bachelor
4053,11.0,male,21.0,European/Caucasian-American,1.0,1.0,Operations Research,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,9.0,7.0,1.0,10.0,6.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,5.0,9.0,9.0,6.0,8.0,"11.0, male, 21.0, European/Caucasian-American, 1.0, 1.0, Operations Research, 25.0, 10.0, 25.0, 5.0, 10.0, 25.0, 10.0, 7.0, 6.0, 10.0, 10.0, 9.0, 7.0, 1.0, 10.0, 6.0, 7.0, 4.0, 6.0, 5.0, 10.0, 1.0, 9.0, 7.0, 7.0, 5.0, 9.0, 9.0, 6.0, 8.0",Research,STEM,PhD
4074,11.0,male,26.0,European/Caucasian-American,7.0,3.0,Molecular Biology,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,8.0,2.0,8.0,9.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,2.0,7.0,2.0,4.0,9.0,"11.0, male, 26.0, European/Caucasian-American, 7.0, 3.0, Molecular Biology, 24.0, 16.0, 28.0, 14.0, 8.0, 10.0, 7.0, 6.0, 7.0, 10.0, 8.0, 6.0, 8.0, 2.0, 8.0, 9.0, 9.0, 2.0, 3.0, 6.0, 9.0, 1.0, 4.0, 7.0, 6.0, 2.0, 7.0, 2.0, 4.0, 9.0",BA-STEM,STEM,Bachelor
4095,11.0,male,25.0,European/Caucasian-American,1.0,1.0,Genetics & Development,60.0,20.0,0.0,20.0,0.0,0.0,4.0,8.0,8.0,8.0,5.0,10.0,8.0,6.0,10.0,5.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,1.0,6.0,2.0,5.0,2.0,"11.0, male, 25.0, European/Caucasian-American, 1.0, 1.0, Genetics & Development, 60.0, 20.0, 0.0, 20.0, 0.0, 0.0, 4.0, 8.0, 8.0, 8.0, 5.0, 10.0, 8.0, 6.0, 10.0, 5.0, 8.0, 10.0, 5.0, 3.0, 8.0, 2.0, 7.0, 8.0, 6.0, 1.0, 6.0, 2.0, 5.0, 2.0",BA-STEM,STEM,Bachelor
4116,11.0,male,32.0,European/Caucasian-American,1.0,1.0,medical informatics,25.0,15.0,20.0,25.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,1.0,5.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,5.0,9.0,1.0,8.0,3.0,"11.0, male, 32.0, European/Caucasian-American, 1.0, 1.0, medical informatics, 25.0, 15.0, 20.0, 25.0, 10.0, 5.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 1.0, 5.0, 9.0, 9.0, 9.0, 5.0, 8.0, 9.0, 5.0, 7.0, 9.0, 9.0, 5.0, 9.0, 1.0, 8.0, 3.0",BA-STEM,STEM,Bachelor
4137,11.0,male,25.0,European/Caucasian-American,7.0,1.0,Biology,27.0,15.0,28.0,10.0,10.0,10.0,8.0,9.0,6.0,10.0,7.0,7.0,2.0,1.0,6.0,5.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,1.0,2.0,1.0,7.0,4.0,"11.0, male, 25.0, European/Caucasian-American, 7.0, 1.0, Biology, 27.0, 15.0, 28.0, 10.0, 10.0, 10.0, 8.0, 9.0, 6.0, 10.0, 7.0, 7.0, 2.0, 1.0, 6.0, 5.0, 3.0, 5.0, 3.0, 4.0, 9.0, 6.0, 3.0, 8.0, 1.0, 1.0, 2.0, 1.0, 7.0, 4.0",BA-STEM,STEM,Bachelor
4158,11.0,male,25.0,European/Caucasian-American,2.0,1.0,Biology,25.0,20.0,30.0,15.0,5.0,5.0,5.0,9.0,5.0,8.0,6.0,8.0,6.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,2.0,8.0,2.0,5.0,1.0,"11.0, male, 25.0, European/Caucasian-American, 2.0, 1.0, Biology, 25.0, 20.0, 30.0, 15.0, 5.0, 5.0, 5.0, 9.0, 5.0, 8.0, 6.0, 8.0, 6.0, 1.0, 5.0, 5.0, 5.0, 5.0, 4.0, 2.0, 10.0, 2.0, 7.0, 10.0, 7.0, 2.0, 8.0, 2.0, 5.0, 1.0",BA-STEM,STEM,Bachelor
4179,11.0,male,27.0,European/Caucasian-American,2.0,5.0,Sociology,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,6.0,8.0,5.0,4.0,7.0,4.0,2.0,4.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,3.0,5.0,9.0,2.0,3.0,"11.0, male, 27.0, European/Caucasian-American, 2.0, 5.0, Sociology, 20.0, 20.0, 20.0, 15.0, 5.0, 20.0, 7.0, 8.0, 6.0, 8.0, 5.0, 4.0, 7.0, 4.0, 2.0, 4.0, 5.0, 8.0, 1.0, 2.0, 6.0, 2.0, 6.0, 8.0, 7.0, 3.0, 5.0, 9.0, 2.0, 3.0",BA-social,Social Sciences,Bachelor
4200,11.0,male,23.0,Black/African American,1.0,1.0,Electrical Engineering,25.0,15.0,20.0,20.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0,10.0,4.0,10.0,10.0,5.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,5.0,10.0,1.0,5.0,10.0,"11.0, male, 23.0, Black/African American, 1.0, 1.0, Electrical Engineering, 25.0, 15.0, 20.0, 20.0, 10.0, 10.0, 7.0, 9.0, 9.0, 7.0, 10.0, 10.0, 4.0, 10.0, 10.0, 5.0, 4.0, 4.0, 7.0, 8.0, 9.0, 5.0, 7.0, 7.0, 7.0, 5.0, 10.0, 1.0, 5.0, 10.0",BA-STEM,STEM,Bachelor
4221,11.0,male,27.0,Asian/Pacific Islander/Asian-American,1.0,1.0,Electrical Engg.,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,6.0,6.0,6.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,2.0,7.0,7.0,5.0,1.0,"11.0, male, 27.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, Electrical Engg., 50.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 4.0, 6.0, 6.0, 6.0, 4.0, 8.0, 6.0, 6.0, 8.0, 1.0, 5.0, 3.0, 3.0, 2.0, 7.0, 7.0, 5.0, 1.0",BA-STEM,STEM,Bachelor
4242,11.0,male,27.0,European/Caucasian-American,1.0,5.0,Business School,25.0,20.0,25.0,20.0,10.0,0.0,7.0,6.0,7.0,8.0,7.0,9.0,7.0,2.0,5.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,8.0,9.0,5.0,7.0,2.0,"11.0, male, 27.0, European/Caucasian-American, 1.0, 5.0, Business School, 25.0, 20.0, 25.0, 20.0, 10.0, 0.0, 7.0, 6.0, 7.0, 8.0, 7.0, 9.0, 7.0, 2.0, 5.0, 7.0, 9.0, 8.0, 1.0, 5.0, 9.0, 5.0, 5.0, 9.0, 8.0, 8.0, 9.0, 5.0, 7.0, 2.0",MBA-social,Business,Master
4263,11.0,male,24.0,Other,1.0,1.0,engineering,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0,5.0,9.0,7.0,6.0,10.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,"11.0, male, 24.0, Other, 1.0, 1.0, engineering, 20.0, 20.0, 25.0, 25.0, 5.0, 5.0, 8.0, 10.0, 10.0, 10.0, 8.0, 5.0, 9.0, 7.0, 6.0, 10.0, 10.0, 9.0, 14.0, 5.0, 9.0, 7.0, 3.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0",BA-STEM,STEM,Bachelor
4284,11.0,male,22.0,European/Caucasian-American,4.0,7.0,Mathematics,10.0,15.0,25.0,15.0,15.0,20.0,3.0,6.0,6.0,7.0,7.0,7.0,8.0,3.0,4.0,3.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,3.0,6.0,8.0,7.0,3.0,"11.0, male, 22.0, European/Caucasian-American, 4.0, 7.0, Mathematics, 10.0, 15.0, 25.0, 15.0, 15.0, 20.0, 3.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 3.0, 4.0, 3.0, 7.0, 9.0, 9.0, 4.0, 8.0, 6.0, 8.0, 7.0, 8.0, 3.0, 6.0, 8.0, 7.0, 3.0",BA-STEM,STEM,Bachelor
4305,11.0,male,22.0,Asian/Pacific Islander/Asian-American,1.0,1.0,International Politics,35.0,40.0,5.0,5.0,7.0,8.0,7.0,10.0,5.0,7.0,10.0,2.0,2.0,1.0,5.0,7.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,"11.0, male, 22.0, Asian/Pacific Islander/Asian-American, 1.0, 1.0, International Politics, 35.0, 40.0, 5.0, 5.0, 7.0, 8.0, 7.0, 10.0, 5.0, 7.0, 10.0, 2.0, 2.0, 1.0, 5.0, 7.0, 2.0, 9.0, 6.0, 4.0, 10.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0",BA-social,Social Sciences,Bachelor
4326,11.0,male,27.0,European/Caucasian-American,3.0,5.0,Sociology,20.0,20.0,15.0,25.0,10.0,10.0,5.0,8.0,7.0,8.0,7.0,9.0,5.0,5.0,3.0,8.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,2.0,7.0,2.0,5.0,1.0,"11.0, male, 27.0, European/Caucasian-American, 3.0, 5.0, Sociology, 20.0, 20.0, 15.0, 25.0, 10.0, 10.0, 5.0, 8.0, 7.0, 8.0, 7.0, 9.0, 5.0, 5.0, 3.0, 8.0, 5.0, 6.0, 4.0, 4.0, 9.0, 2.0, 6.0, 7.0, 5.0, 2.0, 7.0, 2.0, 5.0, 1.0",BA-social,Social Sciences,Bachelor
4347,11.0,male,28.0,Asian/Pacific Islander/Asian-American,1.0,2.0,MBA / Master of International Affairs [SIPA],20.0,30.0,10.0,20.0,0.0,20.0,4.0,9.0,10.0,8.0,8.0,10.0,3.0,6.0,1.0,7.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,2.0,8.0,1.0,7.0,2.0,"11.0, male, 28.0, Asian/Pacific Islander/Asian-American, 1.0, 2.0, MBA / Master of International Affairs [SIPA], 20.0, 30.0, 10.0, 20.0, 0.0, 20.0, 4.0, 9.0, 10.0, 8.0, 8.0, 10.0, 3.0, 6.0, 1.0, 7.0, 6.0, 10.0, 5.0, 3.0, 10.0, 6.0, 5.0, 7.0, 6.0, 2.0, 8.0, 1.0, 7.0, 2.0",MBA-social,Business,Master
4368,11.0,male,34.0,European/Caucasian-American,2.0,6.0,genetics,30.0,10.0,30.0,10.0,5.0,15.0,5.0,4.0,5.0,10.0,9.0,7.0,7.0,1.0,8.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,2.0,10.0,5.0,5.0,2.0,"11.0, male, 34.0, European/Caucasian-American, 2.0, 6.0, genetics, 30.0, 10.0, 30.0, 10.0, 5.0, 15.0, 5.0, 4.0, 5.0, 10.0, 9.0, 7.0, 7.0, 1.0, 8.0, 7.0, 4.0, 3.0, 2.0, 1.0, 10.0, 1.0, 3.0, 5.0, 9.0, 2.0, 10.0, 5.0, 5.0, 2.0",BA-STEM,STEM,Bachelor
4389,11.0,male,27.0,Asian/Pacific Islander/Asian-American,5.0,5.0,medicine and biochemistry,20.0,20.0,15.0,15.0,12.0,18.0,6.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,8.0,5.0,6.0,5.0,"11.0, male, 27.0, Asian/Pacific Islander/Asian-American, 5.0, 5.0, medicine and biochemistry, 20.0, 20.0, 15.0, 15.0, 12.0, 18.0, 6.0, 9.0, 7.0, 9.0, 9.0, 9.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 6.0, 5.0, 7.0, 5.0, 6.0, 7.0, 5.0, 5.0, 8.0, 5.0, 6.0, 5.0",BA-STEM,STEM,Bachelor
